Malawi Sena	swk	mala1475
Malayalam	mal	mala1464
Malayic Dayak	xdy	mala1480
Malay (individual language)	mly	mala1546
Malaynon	mlz	mala1491
Malayo	mbp	mala1522
Malaysian Sign Language	xml	mala1412
Malba Birifor	bfo	malb1235
Malecite-Passamaquoddy	pqm	male1292
Male (Ethiopia)	mdy	male1284
Maléku Jaíka	gut	male1297
Maleng	pkt	male1282
Male (Papua New Guinea)	mdc	male1291
Maleu-Kilenge	mgl	male1289
Malgana	vml	malg1242
Malgbe	mxf	malg1250
Mali	gcc	mali1284
Maligo	mwj	mali1287
Malila	mgq	mali1279
Malimba	mzd	mali1280
Malimpung	mli	mali1283
Malinaltepec Me'phaa	tcf	mali1285
Malinguat	sic	mali1288
Malol	mbk	malo1245
Maltese	mlt	malt1254
Maltese Sign Language	mdl	malt1238
Malua Bay	mll	malu1245
Malvi	mup	malv1243
Malyj Anjuj Omok	omk	yuka1240
Mam	mam	mamm1241
Mama	mma	mama1272
Mamaa	mhf	mama1277
Mamaindé	wmd	mama1278
Ma Manda	skc	sauk1252
Mamanwa	mmn	mama1275
Mamara Senoufo	myk	mama1271
Mamasa	mqj	mama1276
Mambae	mgm	mamb1306
Mambai	mcs	mamb1294
Mamboru	mvd	mamb1305
Mambwe-Lungu	mgr	mamb1296
Mam, Central	mvc	mamc1234
Mampruli	maw	mamp1244
Mam, Southern	mms	mams1234
Mam, Tajumulco	mpf	mamt1234
Mam, Todos Santos Cuchumatán	mvj	mamt1235
Mamuju	mqx	mamu1255
Mamusi	kdf	mamu1254
Mamvu	mdi	mamv1243
Manado Malay	xmm	mala1481
Manam	mva	mana1295
Manambu	mle	mana1298
Manange	nmm	mana1288
Manangkari	znk	mana1248
Manat	pmr	payn1244
Manchu	mnc	manc1252
Mand	ate	atem1241
Manda (Australia)	zma	mand1416
Mandahuaca	mht	mand1448
Mandaic	mid	nucl1706
Manda (India)	mha	mand1413
Manda-Matumba	mgs	mand1423
Mandan	mhq	mand1446
Mandandanyi	zmk	mand1417
Mandar	mdr	mand1442
Mandara	tbf	mand1440
Mandari	mqu	mand1425
Mandarin Chinese	cmn	mand1415
Mandaya	mry	kara1489
Mandeali	mjl	mand1409
Mander	mqr	mand1443
Mandinka	mnk	mand1436
Mandjak	mfv	mand1419
Mandobo Atas	aax	mand1444
Mandobo Bawah	bwp	mand1445
Manem	jet	mane1266
Mang	zng	mang1378
Manga Kanuri	kby	mang1399
Mangala	mem	mang1383
Mangareva	mrv	mang1401
Māngarongaro	pnh	penr1237
Mangarrayi	mpc	mang1381
Mangas	zns	mang1416
Mangayat	myj	mang1387
Mangbetu	mdj	mang1394
Mangbutu	mdk	mang1396
Mangerr	zme	mang1382
Mangga Buang	mmo	mang1404
Manggarai	mqy	mang1405
Mango	mge	mang1398
Mangseng	mbh	mang1403
Mangue	mom	moni1237
Manigri-Kambolé Ede Nago	xkb	mani1294
Manipa	mqp	mani1297
Manipuri	mni	mani1292
Maniq	tnz	tong1308
Mankanya	knf	mank1251
Mankiyali	nlm	mank1256
Man Met	mml	manm1238
Mann	mev	mann1248
Mannan	mjv	mann1246
Manombai	woo	mano1275
Mansaka	msk	mans1262
Mansoanka	msw	mans1259
Manta	myg	mant1267
Mantsi	nty	mant1265
Manumanaw Karen	kxf	manu1255
Manusela	wha	manu1258
Manx	glv	manx1243
Manya	mzj	many1261
Manyawa	mny	many1259
Manyika	mxc	many1258
Manza	mzv	manz1243
Mao Naga	nbi	maon1238
Maonan	mmd	maon1241
Maore Comorian	swb	maor1244
Maori	mri	maor1246
Ma (Papua New Guinea)	mjn	mapa1244
Mape	mlh	mape1249
Mapena	mnm	mape1250
Mapia	mpy	mapi1250
Mapidian-Mawayana	mpw	mapi1252
Mapos Buang	bzh	mapo1242
Mapoyo	mcg	mapo1246
Mapudungun	arn	mapu1245
Mapun	sjm	mapu1244
Marachi	lri	mara1393
Mara Chin	mrh	mara1382
Maraghei	vmh	mara1373
Maragus	mrs	mara1399
Marama	lrm	mara1392
Maramba	myd	mara1407
Maram Naga	nma	mara1379
Maranao	mrw	mara1404
Maranunggu	zmr	mara1386
Mararit	mgb	mara1396
Marathi	mar	mara1378
Marau	mvr	mara1397
Marba	mpg	marb1239
Maremgi	mrx	mare1261
Marenje	vmr	mare1260
Marfa	mvu	marf1238
Margany	zmc	marg1253
Marghi Central	mrt	marg1265
Marghi South	mfm	marg1266
Margos-Yarowilca-Lauricocha Quechua	qvm	marg1254
Margu	mhg	marg1251
Maria (India)	mrr	mari1414
Maria (Papua New Guinea)	mds	mari1438
Maricopa	mrc	mari1440
Maridan	zmd	mari1422
Maridjabin	zmj	mari1421
Mari (East Sepik Province)	mbx	mari1432
Marik	dad	mari1428
Mari (Madang Province)	hob	mari1429
Marimanindji	zmm	mari1417
Marind	mrz	nucl1622
Maring	mbw	mari1435
Maringarr	zmt	mari1419
Maring Naga	nng	mari1416
Mariri	mqi	mari1430
Marithiel	mfr	mari1424
Maritime Sign Language	nsr	mari1381
Maritsauá	msp	mari1442
Mariyedi	zmy	mari1423
Marka	rkm	mark1256
Markweeta	enb	mark1255
Marma	rmz	marm1234
Marori	mok	moro1289
Marovo	mvo	maro1244
Mar Paharia of Dumka	mkb	malp1246
Marra	mec	mara1385
Marriammu	xru	marr1256
Marshallese	mah	mars1254
Martha's Vineyard Sign Language	mre	mart1251
Marti Ke	zmg	mart1254
Martuthunira	vma	mart1255
Martu Wangka	mpj	mart1256
Maru	mhx	maru1249
Marúbo	mzr	maru1252
Marwari (India)	rwr	marw1260
Marwari (Pakistan)	mve	marw1256
Masaaba	myx	masa1299
Masadiit Itneg	tis	masa1307
Masai	mas	masa1300
Masalit	mls	nucl1440
Masana	mcn	masa1322
Masbatenyo	msb	masb1238
Masbate Sorsogon	bks	masb1237
Mashco Piro	cuj	mash1270
Mashi (Nigeria)	jms	mash1269
Mashi (Zambia)	mho	mash1267
Masikoro Malagasy	msh	masi1268
Masimasi	ism	masi1265
Masiwang	bnf	masi1266
Maskelynes	klv	mask1242
Maskoy Pidgin	mhh	mask1241
Maslam	msv	masl1241
Masmaje	mes	masm1239
Massalat	mdg	mass1262
Massep	mvs	mass1263
Matagalpa	mtn	mata1288
Matal	mfh	mata1306
Matbat	xmt	matb1237
Matengo	mgv	mate1258
Matepi	mqe	mate1260
Mateq	xem	kemb1249
Matigsalug Manobo	mbt	mati1250
Matipuhy	mzo	mati1253
Matís	mpq	mati1255
Mato	met	mato1252
Mato Grosso Arára	axg	mato1253
Mator-Taigi-Karagas	mtm	mato1250
Matsés	mcf	mats1244
Mattole-Bear River	mvb	matt1238
Matukar	mjk	matu1261
Matumbi	mgw	matu1259
Matya Samo	stj	maty1235
Mauritian Sign Language	lsy	maur1240
Mauwake	mhl	mauw1238
Mawa (Chad)	mcw	mawa1270
Mawak	mjj	mawa1266
Mawan	mcz	mawa1267
Mawa (Nigeria)	wma	mawa1236
Mawayana	mzx	mawa1271
Mawchi	mke	mawc1242
Mawes	mgk	mawe1251
Mawng	mph	maun1240
Maxakalí	mbl	maxa1247
Maxi Gbe	mxl	maxi1236
Maya, Chan Santa Cruz	yus	maya1286
Mayaguduna	xmy	maya1280
Mayangna	yan	maya1285
Maya Samo	sym	maya1281
Maybrat-Karon	ayz	maib1239
Mayeka	myc	maye1238
Maykulan	mnt	mayk1239
Mayo	mfy	mayo1264
Mayogo	mdm	mayo1261
Mayoyao Ifugao	ifu	mayo1262
Mazagway	dkx	maza1304
Mazaltepec Zapotec	zpy	maza1294
Mazanderani	mzn	maza1291
Mazatlán Mazatec	vmz	maza1296
Mazatlán Mixe	mzl	maza1292
Mba	mfc	mbaa1245
Mbabaram	vmb	mbab1239
Mbala	mdp	mbal1257
Mbalanhu	lnb	mbal1255
Mbandja	zmz	mban1263
Mbangala	mxg	mban1264
Mbangi	mgn	mban1262
Mbangwe	zmn	mban1268
Mbara (Chad)	mpk	mbar1260
Mbara-Yanga	mvl	mbar1254
Mbati	mdn	mbat1248
Mbato	gwa	mbat1247
Mbay	myb	mbay1241
Mbe	mfo	mbee1249
Mbe'	mtk	mbee1250
Mbedam	xmd	mbed1242
Mbelime	mql	mbel1240
Mbere	mdt	mber1257
Mbesa	zms	mbes1238
Mblafe-Ránmo	bfh	blaf1238
Mbo (Cameroon)	mbo	mboc1235
Mbo (Democratic Republic of Congo)	zmw	mbod1238
Mboi	moi	mboi1246
Mboko	mdu	mbok1243
Mbole	mdq	mbol1247
Mbonga	xmb	mbon1252
Mbongno	bgu	mbon1253
Mbosi	mdw	mbos1242
Mbowe	mxo	mbow1246
Mbre	mka	mbre1244
Mbugu	mhd	mbug1240
Mbugwe	mgz	mbug1242
Mbuko	mqb	mbuk1243
Mbukushu	mhw	mbuk1240
Mbula	mna	mbul1263
Mbula-Bwazza	mbu	mbul1260
Mbule	mlb	mbul1262
Mbulungish	mbv	mbul1258
Mbum	mdd	mbum1254
Mbunda	mck	mbun1249
Mbunga	mgy	mbun1248
Mburku	bbt	mbur1239
Mbuun	zmp	mpuo1241
Mbwela	mfu	mbwe1238
Mbyá Guaraní	gun	mbya1239
Medebur	mjm	mede1237
Mediak	mwx	medi1249
Media Lengua	mue	medi1245
Mediterranean Lingua Franca	pml	ling1242
Mednyj Aleut	mud	medn1235
Medumba	byv	medu1238
Me'en	mym	meen1242
Mefele	mfj	mefe1242
Megleno Romanian	ruq	megl1237
Mehek	nux	mehe1243
Mehináku	mmh	mehi1240
Mehri	gdq	mehr1241
Mekens	skf	saki1248
Mekeo	mek	meke1243
Mekmek	mvk	mekm1240
Mekwei	msf	mekw1241
Mele-Fila	mxe	mele1250
Melo	mfx	melo1242
Melpa	med	melp1238
Memoni	mby	memo1238
Mendalam Kayan	xkd	mend1267
Mendankwe-Nkwen	mfd	mend1261
Mende (Papua New Guinea)	sim	mend1268
Mende (Sierra Leone)	men	mend1266
Mengaka	xmg	meng1264
Mengen	mee	meng1267
Mengisa	mct	meng1263
Menka	mea	menk1238
Menominee	mez	meno1252
Mentawai	mwv	ment1249
Menya	mcr	meny1245
Meoswar	mvx	meos1237
Mer	mnu	merr1239
Meramera	mxm	mera1242
Merei	lmb	mere1242
Merey	meq	mere1246
Meriam	ulk	meri1244
Merlav	mrm	merl1237
Meroitic	xmr	mero1237
Meru	mer	meru1245
Merwari	wry	merw1238
Mesaka	iyo	mesa1245
Mescalero-Chiricahua Apache	apm	mesc1238
Mese	mci	mese1244
Meskwaki	sac	mesk1242
Mesme	zim	mesm1239
Mesmes	mys	mesm1243
Mesqan	mvz	mesq1240
Messapic	cms	mess1244
Meta'	mgo	meta1238
Metlatónoc Mixtec	mxv	metl1238
Mewari	mtr	mewa1249
Mewati	wtm	mewa1250
Mexican Sign Language	mfs	mexi1237
Meyah	mej	meya1236
Mezontla Popoloca	pbe	mezo1235
Mezquital Otomi	ote	mezq1235
Mfinu	zmf	mfin1238
Miami	mia	miam1252
Mian	mpt	mian1256
Miani	pla	mian1254
Miarrã	xmi	miar1236
Michif	crg	mich1243
Michoacán Mazahua	mmc	mich1246
Michoacán Nahuatl	ncl	mich1245
Middle Chinese	ltc	midd1344
Middle Clarence Bandjalang	bdy	midd1357
Middle Dutch	dum	midd1321
Middle English	enm	midd1317
Middle High German	gmh	midd1343
Middle Low German	gml	midd1318
Middle Mongol	xng	midd1351
Middle Watut	mpl	midd1327
Mid Grand Valley Dani	dnt	midg1235
Midob	mei	mido1240
Mid-Southern Banda	bjo	mids1243
Migaama	mmy	miga1249
Migabac	mpp	miga1241
Mikasuki	mik	mika1239
Mi'kmaq	mic	mikm1235
Mili	ymh	mili1235
Miltu	mlj	milt1241
Miluk	iml	milu1241
Milyan	imy	mily1238
Mimi	miv	mimi1246
Mina (Cameroon)	hna	mina1276
Minaean	inm	mina1279
Mina (India)	myi	mina1267
Minangkabau	min	mina1268
Minanibai-Foia Foia	mcv	mina1274
Minaveha	mvn	mina1269
Min Bei Chinese	mnp	minb1244
Minderico	drc	mind1263
Mindiri	mpn	mind1255
Min Dong Chinese	cdo	mind1253
Mingang Doso	mko	ming1254
Mingrelian	xmf	ming1252
Minica Huitoto	hto	mini1256
Minidien	wii	mini1253
Minigir	vmg	mini1251
Minkin	xxm	mink1237
Min Nan Chinese	nan	minn1241
Minoan	omn	mino1236
Minokok	mqq	mino1243
Minriq	mnq	minr1238
Mintil	mzt	mint1239
Min Zhong Chinese	czo	minz1235
Minz Zhuang	zgm	minz1236
Miqie	yiq	miqi1235
Mirandese	mwl	mira1251
Mire	mvh	mire1238
Mirgan	zrg	mirg1238
Miriti	mmv	miri1270
Miriwoong Sign Language	rsm	miri1273
Miriwung	mep	miri1266
Miship	mjs	mish1244
Misima-Paneati	mpx	misi1243
Mising-Padam-Miri-Minyong	mrg	misi1242
Mískito	miq	misk1235
Misool-Salawati Ma'ya	slz	maya1282
Mitlatongo Mixtec	vmm	mitl1235
Mitla Zapotec	zaw	mitl1236
Mittu	mwu	mitt1253
Mituku	zmq	mitu1240
Miu	mpo	miuu1237
Miwa	vmi	miwa1242
Mixifore	mfg	mixi1241
Mixtepec Mixtec	mix	mixt1425
Mixtepec Zapotec	zpm	mixt1426
Miya	mkf	miya1266
Miyako	mvi	miya1259
Miyobe	soy	miyo1238
Mizo	lus	lush1249
Mlabri	mra	mlab1235
Mlahsô	lhs	mlah1239
Mlap	kja	mlap1238
Mlomp	mlo	mlom1238
Mmaala	mmu	mmaa1238
Mmen	bfm	mmen1238
Moba	mfq	moba1244
Mobilian	mod	mobi1236
Mobumrin Aizi	ahm	mobu1235
Mobwa Karen	jkm	mobw1234
Mòcheno	mhn	moch1255
Mochi	old	moch1256
Mochica	omc	moch1259
Mocho	mhc	moch1257
Mocoví	moc	moco1246
Mo'da	gbn	moda1242
Modang	mxd	moda1244
Modern Greek	ell	mode1248
Modern Hebrew	heb	hebr1245
Modole	mqo	modo1249
Moere	mvq	moer1240
Mofu-Gudur	mif	mofu1248
Mogholi	mhj	mogh1245
Mogum	mou	mogu1251
Mohave	mov	moha1256
Mohawk	moh	moha1258
Mohegan-Montauk-Narragansett	mof	mohe1244
Mohican	mjy	mahi1248
Moi (Congo)	mow	moic1236
Moi (Indonesia)	mxn	moii1235
Moikodi	mkp	moik1239
Moinba	mob	moin1242
Moingi	mwz	moin1241
Moji	ymi	moji1238
Mok	mqt	mokk1243
Moken	mwt	moke1242
Mokerang	mft	moke1240
Mokilese	mkj	moki1238
Moklen	mkm	mokl1243
Mokole	mkl	moko1243
Mokpwe	bri	mokp1239
Moksela	vms	moks1249
Moksha	mdf	moks1248
Mol	alx	amol1235
Molale	mbe	mola1238
Molbog	pwm	molb1237
Moldova Sign Language	vsi	mold1243
Molengue	bxc	mole1238
Molima	mox	moli1248
Molmo One	aun	molm1235
Molo	zmo	molo1257
Molof	msl	molo1262
Moloko	mlw	molo1266
Moma	myl	moma1242
Momare	msz	moma1243
Mombo Dogon	dmb	momb1254
Mombum	mso	nucl1452
Momina	mmb	momi1242
Mom Jango	ver	momj1237
Momogo-Pupis-Irogo	nks	nort2917
Momu-Fas	fqs	fass1245
Momuna	mqf	momu1241
Mon	mnw	monn1252
Monastic Sign Language	mzg	mona1241
Mondropolon	npn	mond1265
Mongo	lol	mong1338
Mongolia Buriat	bxm	mong1330
Mongolian Sign Language	msr	mong1264
Mongondow	mog	mong1342
Moni	mnz	moni1261
Mono-Alu	mte	mono1273
Mono (Cameroon)	mru	mono1269
Mono (Democratic Republic of Congo)	mnh	mono1270
Monom	moo	mono1268
Mono (USA)	mnr	mono1275
Monsang Naga	nmh	mons1234
Montagnais	moe	mont1268
Montol	mtl	mont1280
Monumbo	mxk	nucl1458
Monzombo	moj	monz1249
Moo	gwg	mooo1239
Moose Cree	crm	moos1236
Mopán Maya	mop	mopa1243
Moraid	msg	mora1239
Morawa	mze	mora1273
Mor (Bomberai Peninsula)	moq	morb1239
Morelos Nahuatl	nhm	more1259
Morerebi	xmo	more1262
Mores	rga	rori1237
Moresada	msx	more1258
Mori Atas	mzq	mori1269
Mori Bawah	xmz	mori1268
Morigi	mdb	mori1271
Morisyen	mfe	mori1278
Mor (Mor Islands)	mhz	morm1235
Moro	mor	moro1285
Moroccan Arabic	ary	moro1292
Moroccan Sign Language	xms	moro1242
Morokodo	mgc	moro1284
Morom	bdo	moro1281
Moronene	mqn	moro1287
Morop-Dintere	iwo	iwur1240
Morouas	mrp	moro1286
Mortlockese	mrl	mort1237
Moru	mgd	moru1253
Moselle Franconian	ltz	luxe1241
Mosetén-Chimané	cas	mose1249
Mosimo	mqv	mosi1248
Moskona	mtj	mosk1236
Mossi	mos	moss1236
Mota	mtt	mota1237
Motembo-Kunda-Buja	tmv	temb1272
Motu	meu	motu1246
Mouk-Aria	mwh	mouk1239
Mountain Koiali	kpx	moun1252
Mouwase	jmw	mouw1234
Movima	mzp	movi1243
Movono	tgp	tang1347
Moyadan Itneg	ity	moya1235
Moyon	nmo	moyo1238
Mozambican Sign Language	mzy	moza1235
Mozambique Lomwe	ngl	lomw1241
Mozarabic	mxi	moza1249
Mpade	mpi	mpad1242
Mpi	mpz	mpii1239
Mpiemo	mcx	mpie1238
Mpinda	pnd	mpin1234
Mpongmpong	mgg	mpon1254
Mpoto	mpa	mpot1240
Mpotovoro	mvt	mpot1241
Mpur	akc	mpur1239
Mro Chin	cmr	mroc1235
Mru	mro	mruu1242
Mser	kqx	mser1242
Mt. Iraya Agta	atl	mtir1236
Mt. Iriga Agta	agz	mtir1235
Muak	tlq	tail1246
Mualang	mtd	mual1241
Mubami	tsx	muba1238
Mubi	mub	mubi1246
Muda	ymd	muda1235
Mudburra	mwd	mudb1240
Mudhili Gadaba	gau	mudh1235
Muduapa	wiv	mudu1242
Muduga	udg	mudu1239
Mudu Koraga	vmd	mudu1241
Mufian	aoj	mufi1238
Mugom	muk	mugo1238
Muinane	bmr	muin1242
Muji Yi	ymj	muji1236
Mukha-Dora	mmk	mukh1238
Muko-Muko	vmo	muko1237
Mukulu	moz	muku1242
Mulaha	mfw	mula1254
Mulam	mlm	mula1253
Mullukmulluk	mpb	mull1237
Mullu Kurumba	kpb	mull1244
Muluridyi	vmu	mulu1243
Mum	kqa	mumm1238
Mumuye	mzm	nucl1240
Muna	mnb	muna1247
Mün Chin	mwq	munc1235
Munda	unx	mund1321
Mundabli	boe	mund1328
Mundang	mua	mund1325
Mundani	mnf	mund1327
Mundari	unr	mund1320
Mundari (Retired)	muw	mund1339
Mundat	mmf	mund1334
Mündü	muh	mund1326
Mundurukú	myu	mund1330
Munga-Gomu-Bambuka	ldk	leel1242
Mungaka	mhk	mung1266
Mungbam	mij	abar1238
Munggui	mth	mung1269
Mungkip	mpv	mung1272
Muniche	myr	muni1258
Munit	mtc	muni1257
Munji	mnj	munj1244
Munsee	umu	muns1251
Muong	mtq	muon1246
Muratayak	asx	mura1271
Murik (Malaysia)	mxr	muri1259
Murik (Papua New Guinea)	mtf	muri1260
Murkim	rmh	murk1238
Murle	mur	murl1244
Mur Pano	tkv	murp1234
Murriny Patha	mwf	murr1258
Mursi	muz	murs1242
Murui Huitoto	huu	muru1274
Murupi	mqw	muru1273
Muruwari	zmu	muru1266
Musar	mmi	musa1265
Musasa	smm	musa1263
Musey	mse	muse1242
Musgu	mug	musg1254
Musi	mui	musi1241
Muskum	mje	musk1256
Muslim Tat	ttt	musl1236
Musom	msu	muso1238
Mussau-Emira	emi	muss1246
Muthuvan	muv	muth1236
Mutu	tuc	mutu1242
Muya	mvm	muya1239
Muyang	muy	muya1243
Muyuw	myw	muyu1244
Muzi	ymz	muzi1235
Mvano	mcj	mvan1238
Mvuba	mxh	mvub1239
Mwaghavul	sur	mwag1236
Mwakai	mgt	mong1344
Mwali Comorian	wlc	mwal1237
Mwan	moa	mwan1250
Mwani	wmw	mwan1247
Mwatebu	mwa	mwat1237
Mwera (Chimwera)	mwe	mwer1248
Mwera (Nyasa)	mjh	mwer1247
Mwimbi-Muthambi	mws	mwim1241
Mwotlap	mlv	motl1237
Mycenaean Greek	gmy	myce1241
Myene	mye	myen1241
Mzieme Naga	nme	mzie1235
Na	nbt	naaa1245
Naaba	nao	naab1241
Na'ahai	mlx	malf1237
Naasioi	nas	naas1242
Naba	mne	naba1253
Nabak	naf	naba1256
Nabi	nbn	kuri1260
Nabi-Metan	mty	nabi1239
Nachering	ncd	nach1240
Nadëb	mbj	nade1244
Nafanan	nfr	nafa1258
Nafi	srf	nafi1237
Nafri	nxx	nafr1241
Nafusi	jbn	nafu1238
Naga Pidgin	nag	naga1394
Nagarchal	nbg	naga1399
Nage	nxe	nage1237
Nagumi	ngv	nagu1244
Nahali-Baglani	nlx	naha1261
Nahari	nhh	naha1262
Nahavaq	sns	sout2857
Nahuatl, Southeastern Puebla	npl	sout2973
Nai	bio	naii1241
Najamba-Kindige	dbu	bond1248
Najdi Arabic	ars	najd1235
Naka'ela	nae	naka1263
Nakai	nkj	naka1265
Nakama	nib	naka1264
Nakanai	nak	naka1262
Nakara	nck	naka1260
Nake	nbk	nake1240
Naki	mff	naki1238
Nakwi	nax	nakw1240
Nalca	nlc	nalc1240
Nali	nss	nali1245
Nalik	nal	nali1244
Nalögo	nlz	nalo1235
Nalu	naj	nalu1240
Naluo Yi	ylo	nalu1239
Namakura	nmk	nama1268
Naman	lzl	litz1237
Nama (Namibia)	naq	nama1264
Nama (Papua New Guinea)	nmx	nama1266
Namat	nkm	nama1267
Nambo	ncm	namb1293
Nambya	nmq	namb1291
Ná-Meo	neo	name1237
Namia	nnm	nami1256
Namiae	nvm	nami1258
Namibian Sign Language	nbs	nami1249
Namla	naa	naml1240
Namo	mxw	namo1246
Namonuito	nmt	namo1247
Namosi-Naitasiri-Serua	bwb	namo1248
Namuyi	nmy	namu1246
Nanai	gld	nana1257
Nancere	nnc	nanc1253
Nande	nnb	nand1264
Nandi	niq	nand1266
Nanerigé Sénoufo	sen	nane1238
Nanga	nzz	nang1261
Nanggu	ngr	nang1262
Nangikurrunggurr	nam	nang1259
Nangnda	bjv	bedj1245
Nankina	nnk	nank1250
Nanti	cox	nant1250
Nanticoke	nnt	nant1249
Nanubae	afk	nanu1240
Napo Lowland Quechua	qvo	napo1242
Napu	npy	napu1241
Nara	nrb	nara1262
Narak	nac	nara1264
Narango	nrg	nara1263
Narau	nxu	nara1265
Narim	loh	nari1240
Naro	nhr	naro1249
Narom	nrm	naro1251
Nar Phu	npa	narp1239
Narrinyeri	nay	narr1259
Narua	nru	yong1270
Narungga	nnr	naru1238
Nasal	nsy	nasa1239
Nasarian	nvh	nasa1240
Naskapi	nsk	nask1242
Natagaimas	nts	nata1238
Natanzic	ntz	nata1252
Natchez	ncz	natc1249
Nateni	ntm	nate1242
Nathembo	nte	nath1238
Natioro	nti	nati1243
Natügu	ntu	natu1246
Natügu (Retired)	stc	natu1249
Nauete	nxa	naue1237
Naukan Yupik	ynk	nauk1242
Nauna	ncn	naun1237
Nauo	nwo	nauo1235
Nauru	nau	naur1243
Navajo	nav	nava1243
Navut	nsw	navu1237
Nawaru	nwr	nawa1258
Nawathinehena	nwa	nawa1259
Nawdm	nmz	nawd1238
Nawuri	naw	nawu1242
Naxi	nxq	naxi1245
Naxi (Retired)	nbf	naxi1246
Nayi	noz	nayi1243
Nayinic	nyq	nayi1242
Ncane-Mungong	ncr	ncan1245
Nchumbulu	nlu	nchu1238
Ndai	gke	ndai1238
Ndaka	ndk	ndak1241
Ndali	ndh	ndal1241
Ndam	ndm	ndam1251
Ndamba	ndj	ndam1239
Ndambomo	nxo	ndam1254
Nda'nda'	nnz	ndan1241
Ndasa	nda	ndas1238
Ndau	ndc	ndau1241
Nde-Gbite	ned	ndeg1238
Ndemli	nml	ndem1249
Ndendeule	dne	nden1249
Ndengereko	ndg	nden1248
Nde-Nsele-Nta	ndd	nden1250
Nding	eli	ndin1245
Ndo	ndp	ndoo1242
Ndobo	ndw	ndob1238
Ndoe	nbb	ndoe1238
Ndogo	ndz	ndog1248
Ndolo	ndl	ndol1238
Ndom	nqm	ndom1245
Ndombe	ndq	ndom1244
Ndonde Hamba	njd	ndon1252
Ndonga	ndo	ndon1254
Ndoola	ndr	ndoo1241
Ndrulo	dno	ndru1234
Nduga	ndx	ndug1245
Ndumu	nmd	ndum1239
Ndunda	nuh	ndun1251
Ndunga	ndt	ndun1249
Ndunic	nfd	ahwa1235
Ndut	ndv	ndut1239
Ndyuka-Trio Pidgin	njt	ndyu1241
Ndzwani Comorian	wni	ndzw1235
Nefamese	nef	nefa1235
Negerhollands	dcr	nege1244
Negeri Sembilan Malay	zmi	nege1240
Negidal	neg	negi1245
Nehan	nsn	neha1247
Nek	nif	nekk1240
Nekgini	nkg	nekg1240
Neko	nej	neko1240
Neku	nek	neku1237
Nêlêmwa-Nixumwak	nee	kuma1276
Neme	nex	neme1244
Nemi	nem	nemi1240
Nen	nqn	nenn1238
Nend	anh	nend1239
Nengone	nen	neng1238
Neo (Artificial Language)	neu	neoa1234
Nepalese Sign Language	nsp	nepa1250
Nepali	npi	nepa1254
Nepali Kurux	kxl	nepa1253
Nete	net	nete1240
Nethalp	lnn	lore1244
Neve'ei	vnm	vinm1237
Neverver	lgk	ling1265
New Caledonian Javanese	jas	newc1244
New Zealand Sign Language	nzs	newz1236
Neyo	ney	neyo1238
Nez Perce	nez	nezp1238
Ngaanyatjarra	ntj	ngaa1240
Ngäbere	gym	ngab1239
Ngad'a	nxg	ngad1261
Ngadjunmaya	nju	ngad1258
Ngadjuri	jui	ngad1257
Ngaing	nnf	ngai1241
Ngaju	nij	ngaj1237
Ngala	nud	ngal1300
Nga La	hlt	ngal1291
Ngalakgan	nig	ngal1293
Ngalkbun	ngk	ngal1292
Ngalum	szb	ngal1298
Ngam	nmc	ngam1269
Ngamambo	nbv	ngam1267
Ngambay	sba	ngam1268
Ngamini-Yarluyandi-Karangura	nmv	ngam1265
Ngamo	nbh	ngam1282
Nganasan	nio	ngan1291
Ngandi	nid	ngan1295
Ngando (Central African Republic)	ngd	ngan1304
Ngando-Lalia	nxd	ngan1302
Ngandyera	nne	ngan1300
Ngangam	gng	ngan1299
Nganyaywana	nyx	ngan1296
Ngardi	rxd	ngar1288
Ngarinman	nbj	ngar1235
Ngarinyin	ung	ngar1284
Ngarla	nrk	ngar1296
Ngarla on the Ashburton river south of the Hamersley range	nlr	ngar1286
Ngarluma	nrl	ngar1287
Ngarnka	nji	ngar1283
Ngas	anc	ngas1240
Ngasa	nsg	ngas1238
Ngatik Men's Creole	ngm	ngat1248
Ngawn Chin	cnw	ngaw1239
Ngawun	nxn	ngaw1240
Ngazidja Comorian	zdj	ngaz1238
Ngbaka Ma'bo	nbm	ngba1284
Ngbaka Manza	ngg	ngba1287
Ngbaka Minagende	nga	ngba1285
Ngbee	jgb	ngbe1238
Ngbinda	nbd	ngbi1238
Ngbundu	nuu	ngbu1241
Ngelima	agh	ngel1238
Ngemba	nge	ngem1255
Ngen	ssv	shar1244
Ngendelengo	nql	ngen1257
Ngen of Djonkro	gnj	ngen1256
Ngete	nnn	nget1241
Nggem	nbq	ngge1241
Nggwahyi	ngx	nggw1242
Ngie	ngj	ngie1242
Ngiemboon	nnh	ngie1241
Ngile	jle	ngil1242
Ngindo	nnq	ngin1244
Ngiti	niy	ngit1239
Ngiyambaa	wyb	wang1291
Ngizim	ngi	ngiz1242
Ngkontar Baedi	khd	badi1247
Ngkontar Ngkolmpu	kcd	ngka1235
Ngom	nra	ngom1270
Ngomba	jgo	ngom1272
Ngombale	nla	ngom1271
Ngombe-Bangandu	bgf	bang1347
Ngombe (Central African Republic)	nmj	ngom1265
Ngombe (Democratic Republic of Congo)	ngc	ngom1268
Ngong	nnx	ngon1275
Ngongo	noq	ngon1267
Ngoni	ngo	ngon1269
Ngoreme	ngq	ngur1263
